Sl No.,Service Type,Department,Service Name,Standard,Semi Private,Private,Private Deluxe,Deluxe,Suite,Maharaja Suite
499,Investigations,Microbiology,FUNGAL CULTURE [EPS],"1,100","1,100","1,100","1,270","1,450","1,770","1,960"
500,Investigations,Microbiology,CULTURE AND SENSITIVITY[FEMORAL CATH],"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
501,Investigations,Microbiology,CULTURE AND SENSITIVITY [PERIPHERAL LINE TIP],"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
502,Investigations,Microbiology,HSV 1 2 IGG IGM,"2,670","2,670","2,670","3,080","3,540","4,150","4,610"
503,Investigations,Microbiology,CHIKUNGUNYA IgM,"2,120","2,120","2,120","2,430","2,810","3,320","3,690"
504,Investigations,Microbiology,HIV TEST(RAPID),"2,670","2,670","2,670","3,080","3,540","4,210","4,680"
505,Investigations,Microbiology,ASPERGILLUS ANTIGEN- GALACTOMANNAN ASSAY,"4,570","4,570","4,570","5,250","6,040","7,140","7,930"
506,Investigations,Microbiology,AFB CULTURE (FNAC) (BACT ALERT 3D),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
507,Investigations,Microbiology,ANTI NUCLEAR ANTIBODIES/ANA(IMMUNOFLUORESCE NCE),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
508,Investigations,Microbiology,CMV RT PCR QUANTITATIVE,"11,610","11,610","11,610","13,350","15,360","18,160","20,190"
509,Investigations,Microbiology,HIV CONFIRMATION TEST [WESTERN BLOT],"12,730","12,740","12,740","14,650","16,850","19,970","22,190"
510,Investigations,Microbiology,SMEAR FOR CANDIDA,770,770,770,890,"1,020","1,180","1,310"
511,Investigations,Microbiology,HIV ANTI BODIES,"3,630","3,630","3,630","4,180","4,810","5,130","5,720"
512,Investigations,Microbiology,DENGUE SEROLOGY ( IgM AND IgG ),"5,940","5,940","5,940","6,830","7,870","8,470","9,390"
513,Investigations,Microbiology,AFB CULTURE [TISSUE](BACT ALERT 3D),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
514,Investigations,Microbiology,AFB CULTURE [ENDOMETRIUM](BACT ALERT 3D),"3,250","3,250","3,250","3,730","4,290","4,590","5,090"
515,Investigations,Microbiology,AFB CULTURE [ASPIRATE](BACT ALERT 3D),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
516,Investigations,Microbiology,AFB CULTURE [RYLES TUBE ASPIRATE](BACT ALERT 3D),"3,250","3,250","3,250","3,730","4,290","4,590","5,090"
517,Investigations,Microbiology,AFB CULTURE [SEMEN](BACT ALERT 3D),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
518,Investigations,Microbiology,AFB CULTURE [WOUND SWAB](BACT ALERT 3D),"3,250","3,250","3,250","3,730","4,290","4,590","5,090"
519,Investigations,Microbiology,CULTURE AND SENSITIVITY [TISSUE],"2,060","2,070","2,070","2,390","2,750","2,940","3,270"
520,Investigations,Microbiology,CULTURE AND SENSITIVITY [EAR SWAB],"2,060","2,070","2,070","2,390","2,750","2,940","3,270"
521,Investigations,Microbiology,CULTURE AND SENSITIVITY [ASPIRATE PUS],"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
522,Investigations,Microbiology,CULTURE AND SENSITIVITY [LIVER ASPIRATE],"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
523,Investigations,Microbiology,FUNGUS CULTURE [OTHERS],"1,160","1,160","1,160","1,330","1,530","1,860","2,060"
524,Investigations,Microbiology,DENGUE NS1 ANTIGEN,"2,750","2,750","2,750","3,160","3,630","3,920","4,360"
525,Investigations,Microbiology,ACID FAST STAIN [CONJUNCTIVAL SWAB],"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
526,Investigations,Microbiology,ACID FAST STAIN [WOUND SWAB],"1,350","1,350","1,350","1,550","1,780","1,900","2,120"
527,Investigations,Microbiology,FUNGUS CULTURE [ASPIRATE],"1,100","1,100","1,100","1,270","1,450","1,770","1,960"
528,Investigations,Microbiology,FUNGUS CULTURE [CONJUNCTIVAL SWAB],"1,100","1,100","1,100","1,270","1,450","1,770","1,960"
529,Investigations,Microbiology,FUNGUS CULTURE [ENDOMETRIUM],"1,100","1,100","1,100","1,270","1,450","1,770","1,960"
530,Investigations,Microbiology,FUNGUS CULTURE [NASAL SWAB],"1,100","1,100","1,100","1,270","1,450","1,770","1,960"
531,Investigations,Microbiology,FUNGUS CULTURE [RYLES TUBE ASPIRATE],"1,100","1,100","1,100","1,270","1,450","1,770","1,960"
532,Investigations,Microbiology,FUNGUS CULTURE [TISSUE],"1,100","1,100","1,100","1,270","1,450","1,770","1,960"
533,Investigations,Microbiology,GRAM STAIN [ASPIRATE],720,720,720,810,940,"1,000","1,100"
534,Investigations,Microbiology,GRAM STAIN [CONJUNCTIVAL SWAB],720,720,720,810,940,"1,000","1,100"
535,Investigations,Microbiology,GRAM STAIN [ENDOMETRIUM],720,720,720,810,940,"1,000","1,100"
536,Investigations,Microbiology,GRAM STAIN [LYMPH NODE],720,720,720,810,940,"1,000","1,100"
537,Investigations,Microbiology,GRAM STAIN [NASAL SWAB],720,720,720,810,940,"1,000","1,100"
538,Investigations,Microbiology,GRAM STAIN [RYLES TUBE ASPIRATE],720,720,720,810,940,"1,000","1,100"
539,Investigations,Microbiology,CULTURE AND SENSITIVITY [ENDOMETRIUM],"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
540,Investigations,Microbiology,CULTURE AND SENSITIVITY [RYLES TUBE ASPIRATE],"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
541,Investigations,Microbiology,ACID FAST STAIN [ASPIRATE],"1,350","1,350","1,350","1,550","1,780","1,900","2,120"
542,Investigations,Microbiology,ACID FAST STAIN [BLOOD],"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
543,Investigations,Microbiology,ACID FAST STAIN [ENDOMETRIUM],"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
544,Investigations,Microbiology,ACID FAST STAIN [EPS],"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
545,Investigations,Microbiology,ACID FAST STAIN [NASAL SWAB],"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
546,Investigations,Microbiology,ACID FAST STAIN [RYLES TUBE ASPIRATE],"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
547,Investigations,Microbiology,ACID FAST STAIN [SEMEN],"1,350","1,350","1,350","1,550","1,780","1,900","2,120"
548,Investigations,Microbiology,HIV P24 ANTIGEN,"1,790","1,790","1,790","2,060","2,380","2,850","3,420"
549,Investigations,Microbiology,CULTURE and SENSITIVITY EAR SWAB,"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
550,Investigations,Microbiology,CULTURE and SENSITIVITY SKIN SWAB,"2,060","2,070","2,070","2,390","2,750","2,940","3,270"
551,Investigations,Microbiology,SS-A (Ro) IgG ANTIBODIES,"6,080","6,080","6,080","7,000","8,050","8,540","9,390"
552,Investigations,Microbiology,SS-B (La) IgG ANTIBODIES,"6,080","6,080","6,080","7,000","8,050","8,540","9,390"
553,Investigations,Microbiology,ADENO AND ROTAVIRUS AG IN STOOL (RAPID TEST),"1,320","1,320","1,320","1,520","1,750","2,000","2,220"
554,Investigations,Microbiology,CULTURE AND SENSITIVITY [NAIL CLIP],"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
555,Investigations,Microbiology,FUNGUS CULTURE [NAIL CLIP],"1,160","1,160","1,160","1,330","1,530","1,860","2,060"
556,Investigations,Microbiology,AFB CULTURE (BONE MARROW) (Bact Alert 3D),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
557,Investigations,Microbiology,WET MOUNT (SKIN SCRAPING),690,690,690,800,920,"1,090","1,210"
558,Investigations,Microbiology,AFB CULTURE (PUS)(Bact Alert 3D),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
559,Investigations,Microbiology,FUNGUS CULTURE (BONE MARROW),"1,100","1,100","1,100","1,270","1,450","1,770","1,960"
560,Investigations,Microbiology,ACID FAST STAIN (BONE MARROW),"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
561,Investigations,Microbiology,CULTURE AND SENSITIVITY (BONE MARROW),"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
562,Investigations,Microbiology,GRAM STAIN (BONE MARROW),720,720,720,810,940,"1,000","1,100"
563,Investigations,Microbiology,AFB CULTURE [FLUID](Bact Alert 3D),"3,410","3,410","3,410","3,920","4,510","4,820","5,350"
564,Investigations,Microbiology,FUNGUS CULTURE BONE,"1,100","1,100","1,100","1,270","1,450","1,770","1,960"
565,Investigations,Microbiology,ACID FAST STAIN BONE,"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
566,Investigations,Microbiology,CULTURE AND SENSITIVITY BONE,"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
567,Investigations,Microbiology,GRAM STAIN BONE,720,720,720,810,940,"1,000","1,100"
568,Investigations,Microbiology,ALBERT'S STAINING [THROAT SWAB],690,690,690,800,920,"1,090","1,210"
569,Investigations,Microbiology,ANTI JO-1 ANTIBODIES,"3,710","3,720","3,720","4,280","4,920","5,800","6,440"
570,Investigations,Microbiology,ANTI RNP/SM ANTIBODIES ( IMMUNOBLOT ASSAY),"6,990","6,990","6,990","8,040","9,240","10,990","12,210"
571,Investigations,Microbiology,ANTI SCL -70 ANTIBODIES ( IMMUNOBLOT ASSAY),"5,390","5,390","5,390","6,200","7,130","7,590","8,430"
572,Investigations,Microbiology,ANTI SSB/LA ANTIBODIES ( IMMUNOBLOT ASSAY),"5,120","5,120","5,120","5,890","6,770","8,010","8,900"
573,Investigations,Microbiology,CLOSTRIDIUM DIFFICILE TOXIN AandB DETECTION- STOOL,"4,790","4,790","4,790","5,500","6,330","7,460","8,280"
574,Investigations,Microbiology,ELISA ANTI HSV 1 and 2 IgM,"1,900","1,900","1,900","2,190","2,510","2,980","3,330"
575,Investigations,Microbiology,ELISA ANTI HSV 1 and 2 IgG,"1,900","1,900","1,900","2,190","2,510","2,980","3,330"
576,Investigations,Microbiology,HSV 1 AND 2 RT PCR ASSAY,"11,030","11,030","11,030","12,690","14,600","17,310","19,240"
577,Investigations,Microbiology,ROTAVIRUS ANTIGEN (STOOL),"2,120","2,120","2,120","2,440","2,810","3,310","3,670"
578,Investigations,Microbiology,ANTI HCV RAPID TEST,"3,800","3,800","3,800","4,370","5,030","5,420","6,010"
579,Investigations,Microbiology,URINE PREGNANCY TEST,"1,380","1,380","1,380","1,580","1,820","2,130","2,370"
580,Investigations,Microbiology,WEIL FELIX TEST,"1,180","1,190","1,190","1,360","1,560","1,850","2,050"
581,Investigations,Microbiology,ANTI MITOCHONDRIAL ANTIBODIES- M2(AMA-M2),"5,390","5,390","5,390","6,200","7,130","8,430","9,340"
582,Investigations,Microbiology,MTB DETECTION AND DRUG RESISTANCE 2nd LINE (HAIN-Genotype),"12,290","12,300","12,300","14,140","16,250","19,490","21,670"
583,Investigations,Microbiology,ALDEHYDE SERUM TEST,690,690,690,800,920,"1,090","1,210"
584,Investigations,Microbiology,TYPHI DOT -IgM,"1,050","1,050","1,050","1,200","1,380","1,440","1,620"
585,Investigations,Microbiology,Anti HBs,"2,120","2,120","2,120","2,440","2,810","3,310","3,670"
586,Investigations,Microbiology,CMV Antibodies - IgM,"2,810","2,810","2,810","3,220","3,710","4,370","4,860"
587,Investigations,Microbiology,HIV VIRAL LOAD,"11,330","11,330","11,330","13,040","14,990","17,770","22,350"
588,Investigations,Microbiology,TORCH IGG and IGM,"9,490","9,490","9,490","10,910","12,540","14,810","16,450"
589,Investigations,Microbiology,SWAB C/S,"1,380","1,380","1,380","1,580","1,820","2,130","2,370"
590,Investigations,Microbiology,KOH PREPERATION,800,800,800,920,"1,070","1,220","1,350"
591,Investigations,Microbiology,SMEAR FOR FUNGUS,800,800,800,920,"1,070","1,220","1,350"
592,Investigations,Microbiology,HBV DNA QUANTITATIVE,"22,360","22,360","22,360","25,720","29,580","35,150","39,000"
593,Investigations,Microbiology,ANTI- DS DNA,"3,330","3,330","3,330","3,830","4,410","5,190","5,760"
594,Investigations,Microbiology,PCT - Q (Procalcitonin),"10,230","10,230","10,230","11,770","13,540","14,600","16,240"
595,Investigations,Microbiology,ACID FAST STAIN (BILE),"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
596,Investigations,Microbiology,ACID FAST STAIN (GASTRIC JUICE),"1,290","1,300","1,300","1,500","1,720","1,830","2,040"
597,Investigations,Microbiology,CULTURE AND SENSITIVITY (BILE),"1,950","1,960","1,960","2,240","2,590","2,770","3,080"
598,Investigations,Microbiology,CULTURE AND SENSITIVITY (Central Tip),"2,810","2,810","2,810","3,220","3,710","4,370","4,860"
599,Investigations,Microbiology,ANTI NEUTROPHIL CYTOPLASMIC ANTIBODIES IF,"3,850","3,850","3,850","4,430","5,090","6,030","6,700"
600,Investigations,Microbiology,PNUEMOSLIDE PANEL IgM,"5,780","5,780","5,780","6,740","7,900","9,240","10,590"
601,Investigations,Microbiology,ACID FAST STAIN (FLUID),"1,350","1,350","1,350","1,550","1,780","1,900","2,120"
602,Investigations,Microbiology,GRAM STAIN (FLUID),770,770,770,880,"1,010","1,080","1,190"
603,Investigations,Microbiology,HBV DNA QUALITATIVE(PCR),"13,860","13,860","13,860","15,940","18,340","21,740","24,150"
604,Investigations,Microbiology,QUANTIFERON TB,"9,100","9,110","9,110","10,470","12,050","14,450","17,350"
605,Investigations,Microbiology,HCV RNA PCR QUANTITATIVE,"15,320","15,320","15,320","17,620","20,270","24,020","30,230"
606,Investigations,Microbiology,HCV RNA PCR QUALITATIVE,"15,100","15,100","15,100","17,370","19,970","23,670","29,800"
607,Investigations,Microbiology,TB PCR DNA,"7,450","7,460","7,460","8,580","9,870","11,850","14,220"
608,Investigations,Microbiology,SERUM LIGHTCHAIN ASSAY,"9,430","9,440","9,440","10,850","12,470","14,780","18,610"
609,Investigations,Microbiology,(METROPOLIS) JAPANESE ENCEPAHILITS VIRUS PCR (JE VIRUS PCR),"9,900","9,900","9,900","11,390","13,090","15,590","17,280"
610,Investigations,Microbiology,RT PCR FOR H1N1 TEST,"11,720","11,720","11,720","13,480","15,500","16,470","18,290"
611,Investigations,Microbiology,ADENOVIRUS C PCR,"10,670","10,670","10,670","12,270","14,100","14,990","16,650"
612,Investigations,Microbiology,ANA / ANF IN DILUTION,"5,610","5,610","5,610","6,460","7,430","8,790","9,760"
613,Investigations,Microbiology,ANTI HAV ANTIBODY(TOTAL),"2,750","2,750","2,750","3,170","3,640","3,870","4,300"
614,Investigations,Microbiology,ANTI HBE (E ANTI BODY),"4,400","4,400","4,400","5,060","5,820","6,900","7,660"
615,Investigations,Microbiology,ANTI HBS (ANTIBODY TO AUSTRALIA- ANTIGEN),"2,120","2,120","2,120","2,440","2,810","3,310","3,670"
616,Investigations,Microbiology,ANTI HEV IgM,"5,940","5,940","5,940","6,830","7,850","8,450","9,360"
617,Investigations,Microbiology,"ANTIBODY TO RNP - Sm, IgG","5,140","5,150","5,150","5,920","6,810","8,040","8,920"
618,Investigations,Microbiology,ANTIBODY TO SSA/RO,"13,670","13,670","13,670","15,720","18,070","21,350","23,720"
619,Investigations,Microbiology,Antinuclear antibody Panel ( 14 antibody panel),"8,140","8,140","8,140","9,360","10,770","12,760","14,190"
620,Investigations,Microbiology,AUSTRALIA ANTIGEN DETECTION (ELISA),"1,900","1,900","1,900","2,190","2,510","2,980","3,330"
621,Investigations,Microbiology,AUTOIMMUNE HEPATITIS PANEL,"6,490","6,490","6,490","7,470","8,590","10,140","11,260"
622,Investigations,Microbiology,AUTOMATED BLOOD CULTURE (BACT T ALERT),"2,640","2,640","2,640","3,040","3,490","4,110","4,580"
623,Investigations,Microbiology,BLOOD C/S - AEORBIC (CENTRAL LINE),"2,810","2,810","2,810","3,220","3,710","4,370","4,860"
624,Investigations,Microbiology,BLOOD C/S - AEROBIC (PERIPHERAL LINE),"2,810","2,810","2,810","3,220","3,710","4,370","4,860"
625,Investigations,Microbiology,BLOOD CULTURE AND SENSITIVITY - AEROBIC,"3,630","3,630","3,630","4,180","4,810","5,130","5,720"
626,Investigations,Microbiology,C3 AND C4,"5,910","5,920","5,920","6,810","7,830","9,220","10,250"
627,Investigations,Microbiology,C-ANCA IN DILUTION,"5,580","5,590","5,590","6,420","7,380","8,700","9,670"
628,Investigations,Microbiology,CMV ANTIBODY [IGG],"2,810","2,810","2,810","3,220","3,710","4,370","4,860"
629,Investigations,Microbiology,CMV DNA DETECTION PCR,"3,410","3,410","3,410","3,930","4,520","4,800","5,320"
630,Investigations,Microbiology,BLOOD CULTURE AND SENSITIVITY [ANAEROBIC ],"2,920","2,920","2,920","3,360","3,850","4,530","5,040"
631,Investigations,Microbiology,CULTURE AND SENSITIVITY FOR ASPIRATED FLUID,"1,350","1,350","1,350","1,550","1,780","2,100","2,330"
632,Investigations,Microbiology,DENGUE SEROLOGY(IGM AND IGG) GOVT REFERALS,"1,320","1,320","1,320","1,520","1,740","2,070","2,300"
633,Investigations,Microbiology,EBV (Ebstein Barr Virus) PCR,"11,110","11,110","11,110","12,770","14,690","17,370","19,310"
634,Investigations,Microbiology,EBV VIRAL CAPSID Ag IgM,"4,400","4,400","4,400","5,060","5,820","6,190","6,880"
635,Investigations,Microbiology,HBsAg SEROLOGY - ELIFA/CMIA,"3,080","3,080","3,080","3,540","4,070","4,310","4,800"
636,Investigations,Microbiology,HCV RNA QUANTITATIVE/VIRAL LOAD,"22,830","22,830","22,830","26,250","30,180","35,700","39,670"
637,Investigations,Microbiology,HEPATITIS B PCR QUANTITATIVE,"15,320","15,320","15,320","17,620","20,270","24,020","30,230"
638,Investigations,Microbiology,IgG4(IMMUNOGLBULIN IgG4),"13,090","13,090","13,090","15,060","17,310","20,490","22,770"
639,Investigations,Microbiology,IMMUNOGLOBULIN IgE,"3,800","3,800","3,800","4,360","5,020","5,930","6,590"
640,Investigations,Microbiology,KOH MOUNT FOR FUNGAL ELEMENTS DETECTION,770,770,770,880,"1,010","1,190","1,310"
641,Investigations,Microbiology,RAPID HBSAg SEROLOGY,"3,030","3,030","3,030","3,480","3,990","4,240","4,710"
642,Investigations,Microbiology,"TISSUE TRANSGLUTAMINASE,IgA","2,170","2,180","2,180","2,510","2,880","3,450","4,150"
643,Investigations,Microbiology,TREPONEMA PALLIDUM ANTIBODY DETECTION,"1,980","1,980","1,980","2,280","2,630","3,120","3,490"
644,Investigations,Microbiology,HIV SEROLOGY (RAPID),"4,290","4,290","4,290","4,940","5,680","6,080","6,770"
645,Investigations,Microbiology,CSF/SERUM IgG INDEX,"5,280","5,280","5,280","6,070","6,990","7,670","9,590"
646,Investigations,Microbiology,STOOL FOR CRYPTOSPORIDIUM AND ISOSPORA,770,770,770,880,"1,010","1,080","1,190"
647,Investigations,Microbiology,JAPANESE ENCEPHALITIS (JE) VIRUS IGM SERUM (ELISA),"3,800","3,800","3,800","4,370","5,020","5,940","7,470"
648,Investigations,Microbiology,JAPANESE ENCEPHALITIS (JE) VIRUS IGM CSF (ELISA),"3,800","3,800","3,800","4,370","5,020","5,940","7,470"
649,Investigations,Microbiology,aHBc,"3,030","3,030","3,030","3,480","3,990","4,730","5,950"
650,Investigations,Microbiology,HELICOBACTER PYLORI IgG,"3,030","3,030","3,030","3,480","3,990","4,730","5,940"
651,Investigations,Microbiology,LEGIONELLA URINARY ANTIGEN,"2,890","2,890","2,890","3,320","3,820","4,530","5,700"
652,Investigations,Microbiology,MYCOBACTERIUM SPECIATION,"6,630","6,630","6,630","7,630","8,780","10,400","13,080"
653,Investigations,Microbiology,PNEUMOBACT IGG AND IGM (FOR A TYPICAL BACTERIAL PNEUMONIA),"6,990","6,990","6,990","8,040","9,240","10,950","13,760"
654,Investigations,Microbiology,BRUCELLA AGGLUTINATION TEST,"2,370","2,370","2,370","2,720","3,120","3,710","4,660"
655,Investigations,Microbiology,EBV VCA IgG (EBSTEIN BARR VIRUS VCA IgG),"2,370","2,370","2,370","2,720","3,120","3,710","4,660"
656,Investigations,Microbiology,VIRAL TRANSPORT MEDIA,390,390,390,440,510,580,730
657,Investigations,Microbiology,RESPIRATORY SYNCYTIAL VIRUS/METAPNEUMOVIRUS RT PCR,"4,150","4,160","4,160","4,790","5,500","6,500","8,180"
658,Investigations,Microbiology,HUMAN CORONAVIRUS/HUMAN PARAINFLUENZA RT PCR,"4,150","4,160","4,160","4,790","5,500","6,500","8,180"
659,Investigations,Microbiology,CHLAMYDIA/MYCOPLASMA PNEUMONIAE RT PCR,"3,960","3,960","3,960","4,550","5,240","6,200","7,810"
660,Investigations,Microbiology,ATYPICAL PNEUMONIA PANEL BY RT PCR,"10,780","10,780","10,780","12,400","14,260","16,890","21,250"
661,Investigations,Microbiology,MTB DNA DETECTION WITH RIFAMPICIN SUSCEPTIBILITY GENE XPERT,"7,010","7,020","7,020","8,070","9,280","11,000","13,840"
662,Investigations,Microbiology,HPV (HUMAN PAPILLOMA VIRUS) DNA DETECTION,"7,210","7,210","7,210","8,280","9,530","11,300","14,210"
663,Investigations,Microbiology,COMPREHENSIVE G.I. PANEL,"19,800","19,800","19,800","19,800","19,800","19,800","19,800"
664,Investigations,Microbiology,COMPREHENSIVE RESPIRATORY PANEL,"19,800","19,800","19,800","19,800","19,800","19,800","19,800"
665,Investigations,Microbiology,COMPREHENSIVE CNS PANEL,"22,360","22,360","22,360","22,360","22,360","22,360","22,360"
666,Investigations,Microbiology,SCRUB TYPHUS IGM ELISA,"2,010","2,010","2,010","2,320","2,670","3,160","3,970"
667,Investigations,Microbiology,SURVEILLANCE CULTURE,,,,,,,
668,Investigations,Microbiology,PNEUMOCOCCAL ANTIGEN DETECTION IN URINE,"2,750","2,750","2,750","3,170","3,640","4,310","5,420"
669,Investigations,Microbiology,PNEUMONIA PANEL,"25,410","25,410","25,410","29,230","33,620","53,600","67,460"
670,Investigations,Microbiology,RK-39 ANTIBODY DETECTION FOR KALAZAR,880,880,880,"1,010","1,170","1,380","1,730"
671,Investigations,Microbiology,COVID TESTING,500,500,500,500,500,950,950
672,Investigations,Microbiology,ANTIGEN DETECTION FOR SARS COV-2,"1,160","1,160","1,160","1,160","1,160","1,160","1,160"
673,Investigations,Microbiology,IGG ANTIBODY AGAINST SARS COV-2,"1,760","1,760","1,760","1,760","1,760","1,760","1,760"
674,Investigations,Microbiology,EMERGENCY GENE XPERT XPRESS SARS-COV-2 TEST,"2,200","2,200","2,200","2,200","2,200","2,200","2,200"
675,Investigations,Microbiology,TRANSPLANT NAT SEROLOGY,"2,590","2,590","2,590","2,970","3,410","4,050","5,090"
676,Investigations,Microbiology,CBNAAT SARS COV 2,"2,200","2,200","2,200","2,200","2,200","2,200","2,200"
677,Investigations,Microbiology,PCR FOR PNEUMOCYSTIS JIROVECII,"5,700","5,700","5,700","6,560","7,540","8,930","11,240"
678,Investigations,Microbiology,CARBA - R DETECTION,"6,600","6,600","6,600","7,590","8,730","10,360","13,050"
679,Investigations,Transplantation immunology,(AHLL) ANTI CARDIOLIPIN AB IGM,"1,520","1,520","1,520","1,520","1,520","1,520","1,520"
680,Investigations,Transplantation immunology,(AHLL) ANTI CARDIOLIPIN AB IGG,"1,520","1,520","1,520","1,520","1,520","1,520","1,520"
681,Investigations,Transplantation immunology,ANTI GLIADIN - IgA,"2,200","2,200","2,200","2,530","2,920","3,890","4,330"
682,Investigations,Transplantation immunology,ANTI - GBM - ANTIBODIES,"4,180","4,180","4,180","4,810","5,520","6,620","7,940"
683,Investigations,Transplantation immunology,HLA DR TYPING,"17,350","17,360","17,360","19,970","22,960","27,210","34,240"
684,Investigations,Transplantation immunology,TISSUE CROSS MATCHING (Lymphocytotoxicity Method),"9,430","9,440","9,440","10,850","12,470","14,780","18,610"
685,Investigations,Transplantation immunology,ANTI-PARIETAL CELL ANTIBODY (APCA) - SCREENING,"3,250","3,250","3,250","3,730","4,290","5,180","5,790"
686,Investigations,Transplantation immunology,ALLERGY SCREEN ANIMAL MIX,"1,380","1,380","1,380","1,580","1,820","2,430","2,700"
687,Investigations,Transplantation immunology,ASPERGILLUS FUMIGATUS,"1,380","1,380","1,380","1,580","1,830","2,440","2,710"
688,Investigations,Transplantation immunology,ABACHI WOOD DUST,"1,460","1,460","1,460","1,680","1,940","2,600","2,870"
689,Investigations,Transplantation immunology,ALTERNARIA,"1,270","1,270","1,270","1,450","1,670","2,240","2,490"
690,Investigations,Transplantation immunology,AMERICAN COCKROACH,"1,380","1,380","1,380","1,580","1,820","2,430","2,700"
691,Investigations,Transplantation immunology,AMOXICILLOYL,"1,540","1,540","1,540","1,770","2,040","2,730","3,010"
692,Investigations,Transplantation immunology,AMPICILLOYL,"1,540","1,540","1,540","1,770","2,040","2,730","3,010"
693,Investigations,Transplantation immunology,CLADOSPIRIUM,"1,270","1,270","1,270","1,450","1,670","2,240","2,490"
694,Investigations,Transplantation immunology,COMMON RAGWEED,"1,380","1,380","1,380","1,580","1,830","2,440","2,710"
695,Investigations,Transplantation immunology,COTTON SEED,"1,460","1,460","1,460","1,680","1,940","2,600","2,870"
696,Investigations,Transplantation immunology,COWS MILK,"1,380","1,380","1,380","1,580","1,820","2,430","2,700"
697,Investigations,Transplantation immunology,D FARINAE,"1,380","1,380","1,380","1,580","1,820","2,430","2,700"
698,Investigations,Transplantation immunology,D PTERONYSSINUS,"1,380","1,380","1,380","1,580","1,820","2,430","2,700"
699,Investigations,Transplantation immunology,EGG,"1,540","1,540","1,540","1,770","2,040","2,430","2,710"
700,Investigations,Transplantation immunology,"ENDOMYSIUM, RETICULIN (MONKEY LIVER)","4,180","4,180","4,180","4,810","5,520","6,700","7,480"
701,Investigations,Transplantation immunology,"ETO,PHTHALIC,HCHO,CHLORAMIN T","1,460","1,460","1,460","1,680","1,940","2,600","2,870"
702,Investigations,Transplantation immunology,FEATHERS MIX,"1,380","1,380","1,380","1,580","1,820","2,430","2,700"
703,Investigations,Transplantation immunology,"FISH MIX 1(Cod,Shrimp,Blue,Mussel,Tuna,Salmon)","1,380","1,380","1,380","1,580","1,820","2,430","2,700"
704,Investigations,Transplantation immunology,"FISH,SHRIMP,BLUE MUSSEL,TUNA,SALMON","1,380","1,380","1,380","1,580","1,820","2,420","2,680"
705,Investigations,Transplantation immunology,"FOOD MIX1- Peanut,Hazelnut,Brazilnut,Almond,Coconut","1,380","1,380","1,380","1,580","1,820","2,420","2,680"
706,Investigations,Transplantation immunology,"FOOD MIX2- Rye,Rice,Potato,Mushroom,Pumpkin","1,380","1,380","1,380","1,580","1,820","2,420","2,680"
707,Investigations,Transplantation immunology,"FRUIT MIX1 - Kiwi,Mango,Banana,Avocado,Papaya","1,380","1,380","1,380","1,580","1,820","2,420","2,680"
708,Investigations,Transplantation immunology,GLIADIN IGG,"2,200","2,200","2,200","2,530","2,920","3,890","4,330"
709,Investigations,Transplantation immunology,GOOSEFOOT,"1,270","1,270","1,270","1,450","1,670","2,240","2,490"
710,Investigations,Transplantation immunology,GRASS MIX,"1,380","1,380","1,380","1,580","1,820","2,420","2,680"
711,Investigations,Transplantation immunology,HLA ABC DQ DR,"34,870","34,870","34,870","40,110","46,120","54,670","68,790"
712,Investigations,Transplantation immunology,HLA ABDR,"28,660","28,660","28,660","32,960","37,910","44,940","56,560"
713,Investigations,Transplantation immunology,IGE (KU/L),"1,900","1,900","1,900","2,190","2,510","3,040","3,380"
714,Investigations,Transplantation immunology,"ISOCYANATES,PHTHALIC ANHYDRIDE","1,460","1,460","1,460","1,680","1,940","2,600","2,870"
715,Investigations,Transplantation immunology,"KIWI,MANGO,BANANA,AVOCADO,PAP","1,380","1,380","1,380","1,580","1,820","2,420","2,680"
716,Investigations,Transplantation immunology,LATEX,"1,540","1,540","1,540","1,770","2,040","2,730","3,010"
